Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Technology,Prime Mover,Unit Code,Ownership,Duct Burners,Can Bypass Heat Recovery Steam Generator?,RTO/ISO LMP Node Designation,RTO/ISO Location Designation for Reporting Wholesale Sales Data to FERC,Nameplate Capacity (MW),Nameplate Power Factor,Summer Capacity (MW),Winter Capacity (MW),Minimum Load (MW),Uprate or Derate Completed During Year,Month Uprate or Derate Completed,Year Uprate or Derate Completed,Status,Synchronized to Transmission Grid,Operating Month,Operating Year,Planned Retirement Month,Planned Retirement Year,Associated with Combined Heat and Power System,Sector Name,Sector,Topping or Bottoming,Energy Source 1,Energy Source 2,Energy Source 3,Energy Source 4,Energy Source 5,Energy Source 6,Startup Source 1,Startup Source 2,Startup Source 3,Startup Source 4,Solid Fuel Gasification System?,Carbon Capture Technology?,Turbines or Hydrokinetic Buoys,Time from Cold Shutdown to Full Load,Fluidized Bed Technology?,Pulverized Coal Technology?,Stoker Technology?,Other Combustion Technology?,Subcritical Technology?,Supercritical Technology?,Ultrasupercritical Technology?,Planned Net Summer Capacity Uprate (MW),Planned Net Winter Capacity Uprate (MW),Planned Uprate Month,Planned Uprate Year,Planned Net Summer Capacity Derate (MW),Planned Net Winter Capacity Derate (MW),Planned Derate Month,Planned Derate Year,Planned New Prime Mover,Planned Energy Source 1,Planned New Nameplate Capacity (MW),Planned Repower Month,Planned Repower Year,Other Planned Modifications?,Other Modifications Month,Other Modifications Year,Multiple Fuels?,Cofire Fuels?,Switch Between Oil and Natural Gas?
3828,Cloverland Electric Co-op,1751.0,Edison Sault,MI,Chippewa,38,Conventional Hydroelectric,HY,,S,X,X,MIUP.CLVHDRTN1,,0.6,0.9,0.4,0.3,0.4,N, , ,OP,X,7.0,1963.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
3828,Cloverland Electric Co-op,1751.0,Edison Sault,MI,Chippewa,39,Conventional Hydroelectric,HY,,S,X,X,MIUP.CLVHDRTN1,,0.6,0.9,0.4,0.3,0.4,N, , ,OP,X,7.0,1963.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
3828,Cloverland Electric Co-op,1751.0,Edison Sault,MI,Chippewa,40,Conventional Hydroelectric,HY,,S,X,X,MIUP.CLVHDRTN1,,0.6,0.9,0.4,0.3,0.4,N, , ,OP,X,7.0,1963.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
3828,Cloverland Electric Co-op,1751.0,Edison Sault,MI,Chippewa,41,Conventional Hydroelectric,HY,,S,X,X,MIUP.CLVHDRTN1,,0.6,0.9,0.4,0.3,0.4,N, , ,OP,X,7.0,1901.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
3828,Cloverland Electric Co-op,1751.0,Edison Sault,MI,Chippewa,42,Conventional Hydroelectric,HY,,S,X,X,MIUP.CLVHDRTN1,,0.5,0.9,0.4,0.3,0.4,N, , ,OP,X,7.0,1901.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
3828,Cloverland Electric Co-op,1751.0,Edison Sault,MI,Chippewa,45,Conventional Hydroelectric,HY,,S,X,X,MIUP.CLVHDRTN1,,0.6,0.9,0.4,0.3,0.4,N, , ,OP,X,7.0,1916.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
3828,Cloverland Electric Co-op,1751.0,Edison Sault,MI,Chippewa,46,Conventional Hydroelectric,HY,,S,X,X,MIUP.CLVHDRTN1,,0.6,0.9,0.4,0.4,0.4,N, , ,OP,X,7.0,1963.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
3828,Cloverland Electric Co-op,1751.0,Edison Sault,MI,Chippewa,47,Conventional Hydroelectric,HY,,S,X,X,MIUP.CLVHDRTN1,,0.6,0.9,0.4,0.4,0.4,N, , ,OP,X,7.0,1963.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
3828,Cloverland Electric Co-op,1751.0,Edison Sault,MI,Chippewa,48,Conventional Hydroelectric,HY,,S,X,X,MIUP.CLVHDRTN1,,0.6,0.9,0.4,0.4,0.4,N, , ,OP,X,7.0,1963.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
3828,Cloverland Electric Co-op,1751.0,Edison Sault,MI,Chippewa,49,Conventional Hydroelectric,HY,,S,X,X,MIUP.CLVHDRTN1,,0.6,0.9,0.4,0.4,0.4,N, , ,OP,X,7.0,1963.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
3828,Cloverland Electric Co-op,1751.0,Edison Sault,MI,Chippewa,50,Conventional Hydroelectric,HY,,S,X,X,MIUP.CLVHDRTN1,,0.6,0.9,0.4,0.4,0.4,N, , ,OP,X,7.0,1963.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
3828,Cloverland Electric Co-op,1751.0,Edison Sault,MI,Chippewa,51,Conventional Hydroelectric,HY,,S,X,X,MIUP.CLVHDRTN1,,0.6,0.9,0.4,0.4,0.4,N, , ,OP,X,7.0,1963.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
3828,Cloverland Electric Co-op,1751.0,Edison Sault,MI,Chippewa,52,Conventional Hydroelectric,HY,,S,X,X,MIUP.CLVHDRTN1,,0.6,0.9,0.4,0.3,0.4,N, , ,OP,X,7.0,1963.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
3828,Cloverland Electric Co-op,1751.0,Edison Sault,MI,Chippewa,53,Conventional Hydroelectric,HY,,S,X,X,MIUP.CLVHDRTN1,,0.6,0.9,0.4,0.3,0.4,N, , ,OP,X,7.0,1963.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
3828,Cloverland Electric Co-op,1751.0,Edison Sault,MI,Chippewa,54,Conventional Hydroelectric,HY,,S,X,X,MIUP.CLVHDRTN1,,0.6,0.9,0.4,0.3,0.4,N, , ,OP,X,7.0,1963.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
3828,Cloverland Electric Co-op,1751.0,Edison Sault,MI,Chippewa,55,Conventional Hydroelectric,HY,,S,X,X,MIUP.CLVHDRTN1,,0.6,0.9,0.4,0.3,0.4,N, , ,OP,X,7.0,1963.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
3828,Cloverland Electric Co-op,1751.0,Edison Sault,MI,Chippewa,56,Conventional Hydroelectric,HY,,S,X,X,MIUP.CLVHDRTN1,,0.6,0.9,0.4,0.3,0.4,N, , ,OP,X,7.0,1963.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
3828,Cloverland Electric Co-op,1751.0,Edison Sault,MI,Chippewa,57,Conventional Hydroelectric,HY,,S,X,X,MIUP.CLVHDRTN1,,0.6,0.9,0.4,0.3,0.4,N, , ,OP,X,7.0,1963.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
3828,Cloverland Electric Co-op,1751.0,Edison Sault,MI,Chippewa,58,Conventional Hydroelectric,HY,,S,X,X,MIUP.CLVHDRTN1,,0.6,0.9,0.4,0.3,0.4,N, , ,OP,X,7.0,1963.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
3828,Cloverland Electric Co-op,1751.0,Edison Sault,MI,Chippewa,59,Conventional Hydroelectric,HY,,S,X,X,MIUP.CLVHDRTN1,,0.6,0.9,0.4,0.3,0.4,N, , ,OP,X,7.0,1963.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
3828,Cloverland Electric Co-op,1751.0,Edison Sault,MI,Chippewa,6,Conventional Hydroelectric,HY,,S,X,X,MIUP.CLVHDRTN1,,0.6,0.9,0.4,0.3,0.4,N, , ,OP,X,7.0,1963.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
3828,Cloverland Electric Co-op,1751.0,Edison Sault,MI,Chippewa,60,Conventional Hydroelectric,HY,,S,X,X,MIUP.CLVHDRTN1,,0.6,0.9,0.4,0.3,0.4,N, , ,OP,X,7.0,1963.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
3828,Cloverland Electric Co-op,1751.0,Edison Sault,MI,Chippewa,61,Conventional Hydroelectric,HY,,S,X,X,MIUP.CLVHDRTN1,,0.6,0.9,0.4,0.3,0.4,N, , ,OP,X,7.0,1963.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
3828,Cloverland Electric Co-op,1751.0,Edison Sault,MI,Chippewa,62,Conventional Hydroelectric,HY,,S,X,X,MIUP.CLVHDRTN1,,0.5,0.9,0.4,0.3,0.4,N, , ,OP,X,7.0,1916.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
3828,Cloverland Electric Co-op,1751.0,Edison Sault,MI,Chippewa,63,Conventional Hydroelectric,HY,,S,X,X,MIUP.CLVHDRTN1,,0.5,0.9,0.4,0.3,0.4,N, , ,OP,X,7.0,1916.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
3828,Cloverland Electric Co-op,1751.0,Edison Sault,MI,Chippewa,64,Conventional Hydroelectric,HY,,S,X,X,MIUP.CLVHDRTN1,,0.5,0.9,0.4,0.3,0.4,N, , ,OP,X,7.0,1916.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
3828,Cloverland Electric Co-op,1751.0,Edison Sault,MI,Chippewa,65,Conventional Hydroelectric,HY,,S,X,X,MIUP.CLVHDRTN1,,0.5,0.9,0.4,0.3,0.4,N, , ,OP,X,7.0,1916.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
3828,Cloverland Electric Co-op,1751.0,Edison Sault,MI,Chippewa,66,Conventional Hydroelectric,HY,,S,X,X,MIUP.CLVHDRTN1,,0.5,0.9,0.4,0.3,0.4,N, , ,OP,X,7.0,1916.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
3828,Cloverland Electric Co-op,1751.0,Edison Sault,MI,Chippewa,67,Conventional Hydroelectric,HY,,S,X,X,MIUP.CLVHDRTN1,,0.5,0.9,0.4,0.3,0.4,N, , ,OP,X,7.0,1916.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
3828,Cloverland Electric Co-op,1751.0,Edison Sault,MI,Chippewa,68,Conventional Hydroelectric,HY,,S,X,X,MIUP.CLVHDRTN1,,0.5,0.9,0.4,0.3,0.4,N, , ,OP,X,7.0,1916.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
3828,Cloverland Electric Co-op,1751.0,Edison Sault,MI,Chippewa,69,Conventional Hydroelectric,HY,,S,X,X,MIUP.CLVHDRTN1,,0.5,0.9,0.4,0.3,0.4,N, , ,OP,X,7.0,1916.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
3828,Cloverland Electric Co-op,1751.0,Edison Sault,MI,Chippewa,7,Conventional Hydroelectric,HY,,S,X,X,MIUP.CLVHDRTN1,,0.6,0.9,0.4,0.3,0.4,N, , ,OP,X,7.0,1963.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
3828,Cloverland Electric Co-op,1751.0,Edison Sault,MI,Chippewa,70,Conventional Hydroelectric,HY,,S,X,X,MIUP.CLVHDRTN1,,0.5,0.9,0.4,0.3,0.4,N, , ,OP,X,7.0,1916.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
3828,Cloverland Electric Co-op,1751.0,Edison Sault,MI,Chippewa,71,Conventional Hydroelectric,HY,,S,X,X,MIUP.CLVHDRTN1,,0.5,0.9,0.4,0.3,0.4,N, , ,OP,X,7.0,1916.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
3828,Cloverland Electric Co-op,1751.0,Edison Sault,MI,Chippewa,72,Conventional Hydroelectric,HY,,S,X,X,MIUP.CLVHDRTN1,,0.5,0.9,0.4,0.3,0.4,N, , ,OP,X,7.0,1916.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
3828,Cloverland Electric Co-op,1751.0,Edison Sault,MI,Chippewa,73,Conventional Hydroelectric,HY,,S,X,X,MIUP.CLVHDRTN1,,0.5,0.9,0.4,0.3,0.4,N, , ,OP,X,7.0,1916.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
3828,Cloverland Electric Co-op,1751.0,Edison Sault,MI,Chippewa,74,Conventional Hydroelectric,HY,,S,X,X,MIUP.CLVHDRTN1,,0.5,0.9,0.4,0.3,0.4,N, , ,OP,X,7.0,1916.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
3828,Cloverland Electric Co-op,1751.0,Edison Sault,MI,Chippewa,75,Conventional Hydroelectric,HY,,S,X,X,MIUP.CLVHDRTN1,,0.5,0.9,0.4,0.3,0.4,N, , ,OP,X,7.0,1916.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
3828,Cloverland Electric Co-op,1751.0,Edison Sault,MI,Chippewa,76,Conventional Hydroelectric,HY,,S,X,X,MIUP.CLVHDRTN1,,0.5,0.9,0.4,0.3,0.4,N, , ,OP,X,7.0,1916.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
3828,Cloverland Electric Co-op,1751.0,Edison Sault,MI,Chippewa,77,Conventional Hydroelectric,HY,,S,X,X,MIUP.CLVHDRTN1,,0.5,0.9,0.4,0.3,0.4,N, , ,OP,X,7.0,1916.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
3828,Cloverland Electric Co-op,1751.0,Edison Sault,MI,Chippewa,78,Conventional Hydroelectric,HY,,S,X,X,MIUP.CLVHDRTN1,,0.5,0.9,0.4,0.3,0.4,N, , ,OP,X,7.0,1916.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
3828,Cloverland Electric Co-op,1751.0,Edison Sault,MI,Chippewa,79,Conventional Hydroelectric,HY,,S,X,X,MIUP.CLVHDRTN1,,0.5,0.9,0.4,0.3,0.4,N, , ,OP,X,7.0,1916.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
3828,Cloverland Electric Co-op,1751.0,Edison Sault,MI,Chippewa,8,Conventional Hydroelectric,HY,,S,X,X,MIUP.CLVHDRTN1,,0.6,0.9,0.4,0.3,0.4,N, , ,OP,X,7.0,1963.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
3828,Cloverland Electric Co-op,1751.0,Edison Sault,MI,Chippewa,80,Conventional Hydroelectric,HY,,S,X,X,MIUP.CLVHDRTN1,,0.5,0.9,0.4,0.3,0.4,N, , ,OP,X,7.0,1916.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
3828,Cloverland Electric Co-op,1751.0,Edison Sault,MI,Chippewa,9,Conventional Hydroelectric,HY,,S,X,X,MIUP.CLVHDRTN1,,0.6,0.9,0.4,0.3,0.4,N, , ,OP,X,7.0,1963.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
9324,Indiana Michigan Power Co,1753.0,Berrien Springs,MI,Berrien,10,Conventional Hydroelectric,HY,,S,X,X,32418285,34497125,0.6,0.8,0.4,0.2,0.1,N, , ,OP,X,11.0,1996.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
9324,Indiana Michigan Power Co,1753.0,Berrien Springs,MI,Berrien,11,Conventional Hydroelectric,HY,,S,X,X,32418287,34497125,0.6,0.8,0.4,0.2,0.1,N, , ,OP,X,11.0,1996.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
9324,Indiana Michigan Power Co,1753.0,Berrien Springs,MI,Berrien,12,Conventional Hydroelectric,HY,,S,X,X,32418289,34497125,0.6,0.8,0.4,0.2,0.1,N, , ,OP,X,11.0,1996.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
9324,Indiana Michigan Power Co,1753.0,Berrien Springs,MI,Berrien,1A,Conventional Hydroelectric,HY,,S,X,X,32418283,34497125,0.6,0.8,0.4,0.2,0.1,N, , ,OP,X,1.0,1996.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
9324,Indiana Michigan Power Co,1753.0,Berrien Springs,MI,Berrien,2A,Conventional Hydroelectric,HY,,S,X,X,32418291,34497125,0.6,1,0.4,0.2,0.1,N, , ,OP,X,1.0,1996.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
9324,Indiana Michigan Power Co,1753.0,Berrien Springs,MI,Berrien,3A,Conventional Hydroelectric,HY,,S,X,X,32418293,34497125,0.6,1,0.4,0.2,0.1,N, , ,OP,X,1.0,1996.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
9324,Indiana Michigan Power Co,1753.0,Berrien Springs,MI,Berrien,4A,Conventional Hydroelectric,HY,,S,X,X,32418295,34497125,0.6,1,0.4,0.2,0.1,N, , ,OP,X,1.0,1996.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
9324,Indiana Michigan Power Co,1753.0,Berrien Springs,MI,Berrien,5,Conventional Hydroelectric,HY,,S,X,X,32418297,34497125,0.6,0.8,0.4,0.2,0.1,N, , ,OP,X,1.0,1996.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
9324,Indiana Michigan Power Co,1753.0,Berrien Springs,MI,Berrien,6,Conventional Hydroelectric,HY,,S,X,X,32418299,34497125,0.6,0.8,0.4,0.2,0.1,N, , ,OP,X,1.0,1996.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
9324,Indiana Michigan Power Co,1753.0,Berrien Springs,MI,Berrien,7,Conventional Hydroelectric,HY,,S,X,X,32418301,34497125,0.6,0.8,0.4,0.2,0.1,N, , ,OP,X,11.0,1996.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
9324,Indiana Michigan Power Co,1753.0,Berrien Springs,MI,Berrien,8,Conventional Hydroelectric,HY,,S,X,X,32418303,34497125,0.6,0.8,0.4,0.2,0.1,N, , ,OP,X,11.0,1996.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
9324,Indiana Michigan Power Co,1753.0,Berrien Springs,MI,Berrien,9,Conventional Hydroelectric,HY,,S,X,X,32418305,34497125,0.6,0.8,0.4,0.2,0.1,N, , ,OP,X,11.0,1996.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
9324,Indiana Michigan Power Co,1754.0,Buchanan (MI),MI,Berrien,1,Conventional Hydroelectric,HY,,S,X,X,32418309,34497125,0.4,0.8,0.2,0.2,0.1,N, , ,OP,X,1.0,1919.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
9324,Indiana Michigan Power Co,1754.0,Buchanan (MI),MI,Berrien,10,Conventional Hydroelectric,HY,,S,X,X,32418311,34497125,0.5,0.8,0.2,0.2,0.1,N, , ,OP,X,1.0,1927.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
9324,Indiana Michigan Power Co,1754.0,Buchanan (MI),MI,Berrien,2,Conventional Hydroelectric,HY,,S,X,X,32418313,34497125,0.4,0.8,0.2,0.2,0.1,N, , ,OP,X,1.0,1919.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
9324,Indiana Michigan Power Co,1754.0,Buchanan (MI),MI,Berrien,3,Conventional Hydroelectric,HY,,S,X,X,32418315,34497125,0.4,0.8,0.2,0.2,0.1,N, , ,OP,X,1.0,1919.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
9324,Indiana Michigan Power Co,1754.0,Buchanan (MI),MI,Berrien,4,Conventional Hydroelectric,HY,,S,X,X,32418317,34497125,0.4,0.8,0.2,0.2,0.1,N, , ,OP,X,1.0,1919.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
9324,Indiana Michigan Power Co,1754.0,Buchanan (MI),MI,Berrien,5,Conventional Hydroelectric,HY,,S,X,X,32418319,34497125,0.4,0.8,0.2,0.2,0.1,N, , ,OP,X,1.0,1919.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
9324,Indiana Michigan Power Co,1754.0,Buchanan (MI),MI,Berrien,6,Conventional Hydroelectric,HY,,S,X,X,32418321,34497125,0.4,0.8,0.2,0.2,0.1,N, , ,OP,X,1.0,1919.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
9324,Indiana Michigan Power Co,1754.0,Buchanan (MI),MI,Berrien,7,Conventional Hydroelectric,HY,,S,X,X,32418323,34497125,0.5,0.8,0.2,0.2,0.1,N, , ,OP,X,1.0,1927.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
9324,Indiana Michigan Power Co,1754.0,Buchanan (MI),MI,Berrien,8,Conventional Hydroelectric,HY,,S,X,X,32418325,34497125,0.5,0.8,0.2,0.2,0.1,N, , ,OP,X,1.0,1927.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
9324,Indiana Michigan Power Co,1754.0,Buchanan (MI),MI,Berrien,9,Conventional Hydroelectric,HY,,S,X,X,32418327,34497125,0.5,0.8,0.2,0.2,0.1,N, , ,OP,X,1.0,1927.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
13781,Northern States Power Co - Minnesota,1756.0,Saxon Falls,WI,Iron,1,Conventional Hydroelectric,HY,,S,X,X,Saxon Falls,,0.8,1,0.5,0.5,0.2,N, , ,OP,X,1.0,1913.0,12,2064,N,Electric Utility,1.0,X,WAT,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
13781,Northern States Power Co - Minnesota,1756.0,Saxon Falls,WI,Iron,2,Conventional Hydroelectric,HY,,S,X,X,Saxon Falls,,0.8,1,0.5,0.6,0.2,N, , ,OP,X,1.0,1913.0,12,2064,N,Electric Utility,1.0,X,WAT,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
13781,Northern States Power Co - Minnesota,1757.0,Superior Falls,MI,Gogebic,1,Conventional Hydroelectric,HY,,S,X,X,Superior Falls,,0.7,0.8,0.5,0.6,0.2,N, , ,OP,X,1.0,1917.0,12,2064,N,Electric Utility,1.0,X,WAT,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
13781,Northern States Power Co - Minnesota,1757.0,Superior Falls,MI,Gogebic,2,Conventional Hydroelectric,HY,,S,X,X,Superior Falls,,0.7,0.8,0.5,0.6,0.2,N, , ,OP,X,1.0,1917.0,12,2064,N,Electric Utility,1.0,X,WAT,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
9324,Indiana Michigan Power Co,1760.0,Constantine,MI,St Joseph,1,Conventional Hydroelectric,HY,,S,X,X,32418375,34497125,0.3,0.8,0.1,0.2,0.1,N, , ,OP,X,1.0,1923.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
9324,Indiana Michigan Power Co,1760.0,Constantine,MI,St Joseph,2,Conventional Hydroelectric,HY,,S,X,X,32418377,34497125,0.3,0.8,0.1,0.2,0.1,N, , ,OP,X,1.0,1923.0, , ,N,Electric Utility,1.0,X,WAT,,,,,,,,,,,,0,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
