Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Status,Technology,Prime Mover,Sector Name,Sector,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Operating Month,Operating Year,Energy Source 1,Energy Source 2,Multiple Fuels?,Cofire Fuels?,Cofire Energy Source 1,Cofire Energy Source 2,Cofire Energy Source 3,Cofire Energy Source 4,Cofire Energy Source 5,Cofire Energy Source 6,Switch Between Oil and Natural Gas?,Switch When Operating?,Net Summer Capacity with Natural Gas (MW),Net Winter Capacity with Natural Gas (MW),Net Summer Capacity with Oil (MW),Net Winter Capacity with Oil (MW),Time to Switch From Gas to Oil,Time to Switch From Oil to Gas,Factors that Limit Switching?,Storage Limits?,Air Permit Limits?,Other Limits?
17834,City of Springfield - (CO),8100,Springfield (CO),CO,Baca,2,SB,Petroleum Liquids,IC,Electric Utility,1,0.2,0.2,0.2,8,1950,DFO,NG,Y,Y,NG,DFO,,,,,Y,Y,0.2,0.2,0.2,0.2,6H,6H,Y,Y,Y,
17834,City of Springfield - (CO),8100,Springfield (CO),CO,Baca,IC4,SB,Petroleum Liquids,IC,Electric Utility,1,0.5,0.5,0.5,9,1950,DFO,NG,Y,Y,DFO,NG,,,,,Y,Y,0.5,0.5,0.5,0.5,6H,6H,Y,Y,Y,
17834,City of Springfield - (CO),8100,Springfield (CO),CO,Baca,IC5,SB,Petroleum Liquids,IC,Electric Utility,1,0.8,0.8,0.8,9,1960,DFO,NG,Y,Y,DFO,NG,,,,,Y,Y,0.8,0.8,0.8,0.8,6H,6H,Y,Y,Y,
18947,City of Tipton - (IA),8106,Tipton,IA,Cedar,1A,OP,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,2.0,2,2,2,2001,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,2,0,2,2,1H,1H,Y,,,Y
18947,City of Tipton - (IA),8106,Tipton,IA,Cedar,2,OP,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,1.3,1.2,1.2,4,1971,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,1.2,0,1.2,1.2,1H,6H,Y,,,Y
17946,City of Stanberry - (MO),8110,Stanberry,MO,Gentry,1,SB,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,1.1,1.1,1.1,7,1963,NG,DFO,Y,N,,,,,,,Y,N,1.1,1.1,1.1,1.1,1H,1H,Y,Y,,Y
17946,City of Stanberry - (MO),8110,Stanberry,MO,Gentry,2,SB,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,1.1,1.1,1.1,10,1967,NG,DFO,Y,N,,,,,,,Y,N,1.1,1.1,1.1,1.1,1H,1H,Y,Y,,Y
17946,City of Stanberry - (MO),8110,Stanberry,MO,Gentry,IC6,SB,Natural Gas Internal Combustion Engine,IC,Electric Utility,1,1.8,1.8,1.8,1,1979,NG,DFO,Y,N,,,,,,,Y,N,1.5,1.5,1.5,1.5,1H,1H,Y,Y,,Y
14165,"GenOn Power Midwest, LP",8226,Cheswick Power Plant,PA,Allegheny,1,OP,Conventional Steam Coal,ST,IPP Non-CHP,2,637.0,565,565,6,1970,BIT,NG,Y,Y,NG,BIT,SUB,,,,N,, , , , ,,,,,,
54863,U S Power Generating Company LLC,8906,Astoria Generating Station,NY,Queens,3,OP,Natural Gas Steam Turbine,ST,IPP Non-CHP,2,376.0,369.5,369.4,9,1958,NG,RFO,Y,Y,RFO,NG,,,,,Y,Y,370.2,373.2,370.2,373.2,6H,6H,Y,Y,Y,
54863,U S Power Generating Company LLC,8906,Astoria Generating Station,NY,Queens,4,OS,Natural Gas Steam Turbine,ST,IPP Non-CHP,2,387.0,379.4,376.2,12,1961,NG,RFO,Y,Y,RFO,NG,,,,,Y,Y,372,372,361,361,6H,6H,Y,Y,Y,
54863,U S Power Generating Company LLC,8906,Astoria Generating Station,NY,Queens,ST5,OP,Natural Gas Steam Turbine,ST,IPP Non-CHP,2,387.0,376.9,384.2,5,1962,NG,RFO,Y,Y,RFO,NG,,,,,Y,Y,376.9,384.2,376.9,384.2,6H,6H,Y,Y,Y,
8973,Town of Hudson - (MA),9038,Cherry Street,MA,Middlesex,10,OP,Petroleum Liquids,IC,Electric Utility,1,2.2,1.9,1.9,12,1962,DFO,NG,Y,N,,,,,,,Y,Y,1.9,1.9,1.9,1.9,1H,1H,Y,Y,Y,Y
8973,Town of Hudson - (MA),9038,Cherry Street,MA,Middlesex,11,OP,Petroleum Liquids,IC,Electric Utility,1,2.2,1.9,1.9,12,1962,DFO,NG,Y,N,,,,,,,Y,Y,1.9,1.9,1.9,1.9,1H,1H,Y,Y,Y,Y
8973,Town of Hudson - (MA),9038,Cherry Street,MA,Middlesex,12,OP,Petroleum Liquids,IC,Electric Utility,1,5.6,4.9,4.9,10,1972,DFO,NG,Y,N,,,,,,,Y,Y,4.9,4.9,4.9,4.9,1H,1H,Y,Y,Y,Y
1194,Baptist Memorial Hospital,10008,Baptist Medical Center,FL,Duval,TG-2,OP,Natural Gas Fired Combustion Turbine,GT,Commercial CHP,5,2.5,2.2,2.5,12,1983,NG,DFO,Y,N,,,,,,,Y,Y,2.2,2.5,2.1,2.3,1H,1H,Y,Y,Y,
1194,Baptist Memorial Hospital,10008,Baptist Medical Center,FL,Duval,TG-3,OP,Natural Gas Fired Combustion Turbine,GT,Commercial CHP,5,3.0,2.7,3,3,1986,NG,DFO,Y,N,,,,,,,Y,Y,2.7,3,2.5,2.7,1H,1H,Y,Y,Y,
1194,Baptist Memorial Hospital,10008,Baptist Medical Center,FL,Duval,TG-4,OP,Natural Gas Fired Combustion Turbine,GT,Commercial CHP,5,3.5,3.2,3.5,3,1993,NG,DFO,Y,N,,,,,,,Y,Y,3.2,3.4,3.1,3.3,1H,1H,Y,Y,Y,
17465,WestRock-West Point Mill,10017,WestRock-West Point Mill,VA,King William,GEN8,OS,Wood/Wood Waste Biomass,ST,Industrial CHP,7,5.0,5,5,1,1954,BLQ,NG,Y,Y,BLQ,NG,,,,,N,, , , , ,,,,,,
17465,WestRock-West Point Mill,10017,WestRock-West Point Mill,VA,King William,GEN9,OP,Wood/Wood Waste Biomass,ST,Industrial CHP,7,10.0,10,10,10,1960,BLQ,NG,Y,Y,BLQ,NG,,,,,N,, , , , ,,,,,,
17465,WestRock-West Point Mill,10017,WestRock-West Point Mill,VA,King William,GN10,OP,Wood/Wood Waste Biomass,ST,Industrial CHP,7,25.0,25,25,12,1968,BLQ,NG,Y,Y,BLQ,NG,,,,,N,, , , , ,,,,,,
17465,WestRock-West Point Mill,10017,WestRock-West Point Mill,VA,King William,GN11,OP,Wood/Wood Waste Biomass,ST,Industrial CHP,7,15.0,15,15,8,1977,BLQ,NG,Y,Y,BLQ,NG,,,,,N,, , , , ,,,,,,
17465,WestRock-West Point Mill,10017,WestRock-West Point Mill,VA,King William,GN12,OP,Wood/Wood Waste Biomass,ST,Industrial CHP,7,46.0,46,46,10,1985,BLQ,NG,Y,Y,BLQ,NG,,,,,N,, , , , ,,,,,,
5624,"RED-Rochester, LLC",10025,"RED-Rochester, LLC",NY,Monroe,17TG,OP,Natural Gas Steam Turbine,ST,Industrial CHP,7,15.0,15,15,12,1968,NG,RFO,Y,Y,RFO,NG,,,,,N,, , , , ,,,,,,
5624,"RED-Rochester, LLC",10025,"RED-Rochester, LLC",NY,Monroe,41TG,OP,Natural Gas Steam Turbine,ST,Industrial CHP,7,25.6,25.6,25.6,5,1964,NG,DFO,Y,Y,RFO,NG,,,,,N,, , , , ,,,,,,
5624,"RED-Rochester, LLC",10025,"RED-Rochester, LLC",NY,Monroe,42TG,OP,Natural Gas Steam Turbine,ST,Industrial CHP,7,25.6,25.6,25.6,8,1967,NG,DFO,Y,Y,RFO,NG,,,,,N,, , , , ,,,,,,
5624,"RED-Rochester, LLC",10025,"RED-Rochester, LLC",NY,Monroe,43TG,OP,Natural Gas Steam Turbine,ST,Industrial CHP,7,25.6,25.6,25.6,4,1969,NG,DFO,Y,Y,RFO,NG,,,,,N,, , , , ,,,,,,
5624,"RED-Rochester, LLC",10025,"RED-Rochester, LLC",NY,Monroe,44TG,OP,Natural Gas Steam Turbine,ST,Industrial CHP,7,25.6,25.6,25.6,8,1987,NG,DFO,Y,Y,DFO,NG,,,,,N,, , , , ,,,,,,
7860,Energy Center Dover LLC,10030,Energy Center Dover,DE,Kent,KD-2,OP,Natural Gas Fired Combustion Turbine,GT,IPP CHP,3,50.0,44,50,6,2001,NG,DFO,Y,N,,,,,,,Y,Y,44,49,44,49,1H,1H,Y,Y,Y,
54788,DG Fairhaven Power LLC,10052,Fairhaven Power,CA,Humboldt,GEN1,OA,Wood/Wood Waste Biomass,ST,IPP Non-CHP,2,18.8,16,16,9,1986,WDS,NG,Y,Y,WDS,NG,,,,,N,, , , , ,,,,,,
55727,Orion Engineered Carbons,10072,Engineered Carbons Borger Cogen,TX,Hutchinson,GEN1,OP,Other Gases,ST,Industrial Non-CHP,6,20.0,18.8,18.8,10,1982,OG,NG,Y,Y,NG,OG,,,,,N,, , , , ,,,,,,
11217,Los Angeles County Sanitation,10091,Total Energy Facilities,CA,Los Angeles,G2,OP,Other Waste Biomass,CT,Commercial CHP,5,9.9,8,9,2,2003,OBG,NG,Y,N,,,,,,,Y,Y,8,9,8,9,UNK,UNK,Y,,Y,
11217,Los Angeles County Sanitation,10091,Total Energy Facilities,CA,Los Angeles,G3,OP,Other Waste Biomass,CT,Commercial CHP,5,9.9,8,9,12,2001,OBG,NG,Y,N,,,,,,,Y,N,8,9,8,9,UNK,UNK,Y,,Y,
11217,Los Angeles County Sanitation,10091,Total Energy Facilities,CA,Los Angeles,GEN1,OP,Other Waste Biomass,CT,Commercial CHP,5,9.9,8,9,1,1986,OBG,NG,Y,N,,,,,,,Y,N,8,9,8,9,UNK,UNK,Y,,Y,
50160,Pedricktown Cogeneration Company LP,10099,Pedricktown Cogeneration Company LP,NJ,Salem,GEN1,OP,Natural Gas Fired Combined Cycle,CT,IPP Non-CHP,2,95.2,112.8,112.6,3,1992,NG,DFO,Y,N,,,,,,,Y,Y,112.8,112.8,112.8,112.8,1H,1H,Y,Y,Y,
50160,Pedricktown Cogeneration Company LP,10099,Pedricktown Cogeneration Company LP,NJ,Salem,GEN2,OP,Natural Gas Fired Combined Cycle,CA,IPP Non-CHP,2,45.0, , ,3,1992,NG,DFO,Y,N,,,,,,,Y,Y, , , , ,1H,1H,Y,Y,Y,
8486,PInova Inc,10120,PInova Inc,GA,Glynn,GEN5,OP,Wood/Wood Waste Biomass,ST,Industrial CHP,7,7.1,7.1,7.1,1,1980,WDS,NG,Y,Y,WDS,OBL,NG,,,,N,, , , , ,,,,,,
62860,"COE Bridgewater LLC c/o Thor Equities, LLC",10122,CIP II/AR Bridgewater Holdings - NJCOE,NJ,Somerset,02,OP,Natural Gas Fired Combustion Turbine,GT,Commercial CHP,5,5.0,4.1,4.2,11,2002,NG,DFO,Y,N,,,,,,,Y,Y,4.1,4.2,3.8,4.2,1H,1H,N,,,
60557,"PB Nutclif Master, LLC",10123,Hoffmann LaRoche,NJ,Essex,TG01,OP,Natural Gas Fired Combustion Turbine,GT,Industrial CHP,7,5.3,4.1,5.3,5,2004,NG,DFO,Y,N,,,,,,,Y,Y,4.1,5.2,4,4.7,1H,1H,Y,,Y,
60557,"PB Nutclif Master, LLC",10123,Hoffmann LaRoche,NJ,Essex,TG03,OP,Natural Gas Fired Combustion Turbine,GT,Industrial CHP,7,5.3,4.1,5.3,5,2004,NG,DFO,Y,N,,,,,,,Y,Y,4.1,5.2,4,4.7,1H,1H,Y,,Y,
9335,Indiana University of Penn,10129,Indiana University of Pennsylvania,PA,Indiana,GEN1,OP,Natural Gas Internal Combustion Engine,IC,Commercial CHP,5,6.1,6,6,3,1988,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,6,6,6,6,1H,1H,Y,,Y,
9335,Indiana University of Penn,10129,Indiana University of Pennsylvania,PA,Indiana,GEN2,OP,Natural Gas Internal Combustion Engine,IC,Commercial CHP,5,6.1,6,6,3,1988,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,6,6,6,6,1H,1H,Y,,Y,
9335,Indiana University of Penn,10129,Indiana University of Pennsylvania,PA,Indiana,GEN3,OP,Natural Gas Internal Combustion Engine,IC,Commercial CHP,5,6.1,6,6,3,1988,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,6,6,6,6,1H,1H,Y,,Y,
9335,Indiana University of Penn,10129,Indiana University of Pennsylvania,PA,Indiana,GEN4,OP,Natural Gas Internal Combustion Engine,IC,Commercial CHP,5,6.1,6,6,3,1988,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,6,6,6,6,1H,1H,Y,,Y,
563,American Bituminous Power LP,10151,Grant Town Power Plant,WV,Marion,GEN1,OP,Conventional Steam Coal,ST,IPP Non-CHP,2,95.7,80,80,7,1992,WC,NG,Y,Y,WC,NG,BIT,OBS,TDF,WDS,N,N, , , , ,,,,,,
19068,"Colorado Energy Nations Company, LLC",10180,Metro Wastewater Reclamation District,CO,Denver,5,OP,Other Waste Biomass,GT,IPP CHP,3,3.5,2.5,3.1,8,2000,OBG,NG,Y,Y,OBG,NG,,,,,N,, , , , ,,,,,,
19068,"Colorado Energy Nations Company, LLC",10180,Metro Wastewater Reclamation District,CO,Denver,6,OP,Other Waste Biomass,GT,IPP CHP,3,3.5,2.5,3.1,9,2000,OBG,NG,Y,Y,OBG,NG,,,,,N,, , , , ,,,,,,
62903,"Silicon Hills Campus, LLC",10184,Central Utility Plant,TX,Travis,EG1,OP,Natural Gas Internal Combustion Engine,IC,Commercial CHP,5,6.0,3.6,4.1,7,1988,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,3.6,4.1,3.6,4.1,1H,1H,Y,,Y,
62903,"Silicon Hills Campus, LLC",10184,Central Utility Plant,TX,Travis,EG2,OP,Natural Gas Internal Combustion Engine,IC,Commercial CHP,5,6.0,2.5,2.4,7,1988,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,2.5,2.5,2.4,2.4,1H,1H,Y,,Y,
62903,"Silicon Hills Campus, LLC",10184,Central Utility Plant,TX,Travis,TG1,OP,Natural Gas Steam Turbine,ST,Commercial CHP,5,2.3,2.2,2.3,7,1988,NG,DFO,Y,N,NG,DFO,,,,,Y,Y,2.3,2.3,2.3,2.3,1H,1H,Y,,Y,
60741,Fortistar Castleton Power,10190,Castleton Energy Center,NY,Rensselaer,GEN1,OP,Natural Gas Fired Combined Cycle,CT,IPP Non-CHP,2,47.0,67.7,76.6,2,1992,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,44,51,43,49,1H,1H,Y,Y,Y,
9436,Mosaic Phosphates Co.,10198,Mosaic Phosphates Uncle Sam,LA,St James,GEN2,OP,All Other,ST,Industrial CHP,7,11.0,11,11,1,1968,WH,NG,Y,Y,OTH,NG,,,,,N,, , , , ,,,,,,
9436,Mosaic Phosphates Co.,10198,Mosaic Phosphates Uncle Sam,LA,St James,GEN3,OP,All Other,ST,Industrial CHP,7,15.0,15,15,8,2016,WH,NG,Y,Y,OTH,NG,,,,,N,, , , , ,,,,,,
9686,"WestRock, Fernandina Beach",10202,Fernandina Beach Mill,FL,Nassau,GEN5,OP,Wood/Wood Waste Biomass,ST,Industrial CHP,7,37.4,30,30,1,1988,BLQ,NG,Y,Y,BLQ,NG,WDS,BIT,DFO,,N,N, , , , ,,,,,,
9686,"WestRock, Fernandina Beach",10202,Fernandina Beach Mill,FL,Nassau,GEN6,OP,Wood/Wood Waste Biomass,ST,Industrial CHP,7,59.5,50,50,9,1982,BLQ,NG,Y,Y,BLQ,NG,WDS,BIT,DFO,,N,N, , , , ,,,,,,
11161,Loma Linda University,10206,Loma Linda University Cogen,CA,San Bernardino,GEN1,OP,Natural Gas Fired Combustion Turbine,GT,Commercial CHP,5,5.2,4.8,4.8,11,1989,NG,DFO,Y,N,,,,,,,Y,Y,4.8,4.8,4,4,1H,1H,Y,,Y,
11161,Loma Linda University,10206,Loma Linda University Cogen,CA,San Bernardino,GEN2,OP,Natural Gas Fired Combustion Turbine,GT,Commercial CHP,5,5.2,4.8,4.8,11,1989,NG,DFO,Y,N,,,,,,,Y,Y,4.8,4.8,4,4,1H,1H,Y,,Y,
55867,Verso Escanaba LLC,10208,Escanaba Mill,MI,Delta,NO.7,OP,Wood/Wood Waste Biomass,ST,Industrial CHP,7,38.6,32,32,1,1969,BLQ,NG,Y,Y,NG,RFO,BIT,SLW,,,Y,Y,26,26,18,18,6H,1H,Y,,Y,
55867,Verso Escanaba LLC,10208,Escanaba Mill,MI,Delta,NO.8,OP,Wood/Wood Waste Biomass,ST,Industrial CHP,7,29.8,23,23,1,1972,BLQ,NG,Y,Y,BLQ,WDS,NG,RFO,,,Y,Y,7,7,8,8,6H,1H,Y,,Y,
55867,Verso Escanaba LLC,10208,Escanaba Mill,MI,Delta,NO9,OP,Wood/Wood Waste Biomass,ST,Industrial CHP,7,54.0,45,45,1,1982,BLQ,NG,Y,Y,BIT,WDS,NG,SLW,,,N,, , , , ,,,,,,
3452,Chevron USA Inc-El Segundo,10213,El Segundo Cogen,CA,Los Angeles,GEN1,OP,Natural Gas Fired Combined Cycle,CT,Industrial CHP,7,42.4,38.7,38.7,12,1987,NG,OG,Y,Y,NG,OG,,,,,N,, , , , ,,,,,,
3452,Chevron USA Inc-El Segundo,10213,El Segundo Cogen,CA,Los Angeles,GEN2,OP,Natural Gas Fired Combined Cycle,CT,Industrial CHP,7,42.4,38.7,38.7,12,1987,NG,OG,Y,Y,NG,OG,,,,,N,, , , , ,,,,,,
3452,Chevron USA Inc-El Segundo,10213,El Segundo Cogen,CA,Los Angeles,GEN5,OP,Natural Gas Fired Combined Cycle,CT,Industrial CHP,7,40.3,39.2,39.2,3,1996,NG,OG,Y,Y,NG,OG,,,,,N,, , , , ,,,,,,
12311,Merck & Co Inc,10224,Merck Rahway Power Plant,NJ,Union,GEN8,OS,Natural Gas Steam Turbine,ST,Industrial CHP,7,5.0,5,5,1,1977,NG,DFO,Y,N,,,,,,,Y,N,4.8,4.8,4.8,4.8,6H,24H,Y,,Y,
12311,Merck & Co Inc,10224,Merck Rahway Power Plant,NJ,Union,GEN9,OP,Natural Gas Steam Turbine,ST,Industrial CHP,7,10.8,10.8,10.8,1,2004,NG,DFO,Y,N,,,,,,,Y,N,10,10,10,10,6H,24H,Y,,Y,
12311,Merck & Co Inc,10224,Merck Rahway Power Plant,NJ,Union,GEN9A,OP,Natural Gas Steam Turbine,ST,Industrial CHP,7,4.5,5.1,5.1,12,2017,NG,DFO,Y,N,,,,,,,Y,N,4.5,4.5,4.5,4.5,6H,24H,Y,,Y,
61813,"ND Paper, Inc.",10234,Biron Mill,WI,Wood,GEN5,OP,Conventional Steam Coal,ST,Industrial CHP,7,21.5,20,20,2,1987,SUB,WDS,Y,Y,SUB,OBG,,,,,N,, , , , ,,,,,,
61723,Pixelle Specialty Solutions,10244,Pixelle Specialty Solutions LLC - Chillicothe Facility,OH,Ross,T-10,OS,Wood/Wood Waste Biomass,ST,Industrial CHP,7,10.6,7.3,4.5,2,1952,BLQ,NG,Y,Y,WDS,TDF,,,,,N,, , , , ,,,,,,
61723,Pixelle Specialty Solutions,10244,Pixelle Specialty Solutions LLC - Chillicothe Facility,OH,Ross,T-11,OP,Wood/Wood Waste Biomass,ST,Industrial CHP,7,24.0,10.7,10.7,2,1958,BLQ,NG,Y,Y,WDS,TDF,,,,,N,, , , , ,,,,,,
61723,Pixelle Specialty Solutions,10244,Pixelle Specialty Solutions LLC - Chillicothe Facility,OH,Ross,T-12,OP,Wood/Wood Waste Biomass,ST,Industrial CHP,7,31.0,18.4,20.5,2,1967,BLQ,NG,Y,Y,WDS,TDF,,,,,N,, , , , ,,,,,,
61723,Pixelle Specialty Solutions,10244,Pixelle Specialty Solutions LLC - Chillicothe Facility,OH,Ross,T-13,OP,Natural Gas Steam Turbine,ST,Industrial CHP,7,27.2,10,13.1,7,1978,NG,BLQ,Y,Y,WDS,TDF,,,,,N,, , , , ,,,,,,
3998,Desert View Power Inc,10300,Desert View Power,CA,Riverside,GEN1,OP,Wood/Wood Waste Biomass,ST,IPP Non-CHP,2,55.5,47,47,11,1991,WDS,NG,Y,Y,WDS,PC,NG,TDF,,,N,, , , , ,,,,,,
21970,Northeast Energy Associates LP,10307,Bellingham Cogeneration Facility,MA,Norfolk,CT1,OP,Natural Gas Fired Combined Cycle,CT,IPP Non-CHP,2,128.7,102,126,9,1991,NG,DFO,Y,N,,,,,,,Y,Y,97,112,78,89.6,1H,1H,N,,,
21970,Northeast Energy Associates LP,10307,Bellingham Cogeneration Facility,MA,Norfolk,CT2,OP,Natural Gas Fired Combined Cycle,CT,IPP Non-CHP,2,128.7,102,126,9,1991,NG,DFO,Y,N,,,,,,,Y,Y,97,112,78,89.6,1H,1H,N,,,
1182,BASF Corporation,10319,Geismar,LA,Ascension,GEN2,OP,Natural Gas Fired Combustion Turbine,GT,Industrial CHP,7,41.2,39.2,43.2,11,1998,NG,OG,Y,Y,NG,OG,,,,,N,, , , , ,,,,,,
49889,Mount Carmel Cogen Inc,10343,Foster Wheeler Mt Carmel Cogen,PA,Northumberland,TG1,OP,Conventional Steam Coal,ST,IPP CHP,3,47.3,43,40,1,1990,WC,NG,Y,Y,WC,NG,PG,,,,N,, , , , ,,,,,,
8641,Hillman Power Co,10346,Hillman Power LLC,MI,Montmorency,GEN1,OP,Wood/Wood Waste Biomass,ST,IPP Non-CHP,2,22.0,17.7,18.1,12,1987,WDS,TDF,Y,Y,WDS,TDF,NG,,,,N,, , , , ,,,,,,
55919,Georgia-Pacific Consumer Oper. Green Bay LLC,10360,Consumer Operations LLC,WI,Brown,GEN6,OP,Natural Gas Steam Turbine,ST,Industrial CHP,7,18.7,18,18,1,1963,NG,BIT,Y,Y,NG,BIT,,,,,N,, , , , ,,,,,,
55919,Georgia-Pacific Consumer Oper. Green Bay LLC,10360,Consumer Operations LLC,WI,Brown,GEN7,OP,Natural Gas Steam Turbine,ST,Industrial CHP,7,28.9,23,23,1,1969,NG,BIT,Y,Y,NG,BIT,,,,,N,, , , , ,,,,,,
55919,Georgia-Pacific Consumer Oper. Green Bay LLC,10360,Consumer Operations LLC,WI,Brown,GEN9,OP,Natural Gas Steam Turbine,ST,Industrial CHP,7,43.2,38,38,12,1985,NG,BIT,Y,Y,NG,BIT,,,,,N,, , , , ,,,,,,
7127,Georgia-Pacific Consr Prods LP-Savannah,10361,Savannah River Mill,GA,Effingham,GEN1,SB,Natural Gas Fired Combustion Turbine,GT,Industrial CHP,7,25.2,21.4,24.7,12,1986,NG,DFO,Y,N,,,,,,,Y,Y,18,18,18,18,6H,6H,Y,Y,,
7127,Georgia-Pacific Consr Prods LP-Savannah,10361,Savannah River Mill,GA,Effingham,GEN2,OS,Natural Gas Fired Combustion Turbine,GT,Industrial CHP,7,25.2,21.4,24.7,12,1986,NG,DFO,Y,N,,,,,,,Y,Y,18,18,18,18,6H,6H,Y,Y,,
7127,Georgia-Pacific Consr Prods LP-Savannah,10361,Savannah River Mill,GA,Effingham,GEN3,OP,Petroleum Coke,ST,Industrial CHP,7,45.0,41.9,42.3,2,1988,PC,BIT,Y,Y,PC,BIT,,,,,N,, , , , ,,,,,,
7127,Georgia-Pacific Consr Prods LP-Savannah,10361,Savannah River Mill,GA,Effingham,GEN4,OP,Petroleum Coke,ST,Industrial CHP,7,45.0,41.9,42.3,9,1989,PC,BIT,Y,Y,PC,BIT,,,,,N,, , , , ,,,,,,
58209,CPI USA NC Southport LLC,10378,CPI USA NC Southport,NC,Brunswick,GEN1,OP,Wood/Wood Waste Biomass,ST,IPP CHP,3,67.5,48,48,8,1987,WDS,TDF,Y,Y,BIT,TDF,WDS,,,,N,, , , , ,,,,,,
58209,CPI USA NC Southport LLC,10378,CPI USA NC Southport,NC,Brunswick,GEN2,OP,Wood/Wood Waste Biomass,ST,IPP CHP,3,67.5,48,48,9,1987,WDS,TDF,Y,Y,BIT,TDF,WDS,,,,N,, , , , ,,,,,,
58210,CPI USA NC Roxboro LLC,10379,CPI USA NC Roxboro,NC,Person,GEN1,OP,Wood/Wood Waste Biomass,ST,IPP Non-CHP,2,67.5,47,47,8,1987,WDS,TDF,Y,Y,BIT,TDF,WDS,,,,N,, , , , ,,,,,,
59593,NC Renewable Power - Lumberton LLC,10382,Lumberton,NC,Robeson,GEN1,OP,Wood/Wood Waste Biomass,ST,IPP CHP,3,34.7,34.7,34.7,12,1985,WDS,OBS,Y,Y,WDS,OBS,,,,,N,, , , , ,,,,,,
9454,ArcelorMittal Cleveland Inc,10398,Arcelormittal Cleveland Inc,OH,Cuyahoga,GEN3,OP,Other Gases,ST,Industrial CHP,7,10.0,10,10,1,1965,BFG,NG,Y,Y,BFG,NG,,,,,N,, , , , ,,,,,,
9454,ArcelorMittal Cleveland Inc,10398,Arcelormittal Cleveland Inc,OH,Cuyahoga,GEN5,OP,Other Gases,ST,Industrial CHP,7,10.0,8,9,1,1965,BFG,NG,Y,Y,BFG,NG,,,,,N,, , , , ,,,,,,
9454,ArcelorMittal Cleveland Inc,10398,Arcelormittal Cleveland Inc,OH,Cuyahoga,GENA,OS,Other Gases,ST,Industrial CHP,7,15.0,12,14,1,1950,BFG,NG,Y,Y,BFG,NG,,,,,N,, , , , ,,,,,,
9454,ArcelorMittal Cleveland Inc,10398,Arcelormittal Cleveland Inc,OH,Cuyahoga,GENB,OP,Other Gases,ST,Industrial CHP,7,10.0,8,9,1,1965,BFG,NG,Y,Y,BFG,NG,,,,,N,, , , , ,,,,,,Y
9454,ArcelorMittal Cleveland Inc,10398,Arcelormittal Cleveland Inc,OH,Cuyahoga,GENC,OP,Other Gases,ST,Industrial CHP,7,22.0,22,22,2,2010,BFG,NG,Y,Y,BFG,NG,,,,,N,, , , , ,,,,,Y,Y
56600,Ascend Performance Materials LLC,10416,Pensacola Florida Plant,FL,Escambia,GEN1,OP,Natural Gas Steam Turbine,ST,Industrial CHP,7,5.0,5,5,9,1953,NG,OG,Y,N,,,,,,,Y,Y,5,5,5,5,6H,6H,Y,Y,,
56600,Ascend Performance Materials LLC,10416,Pensacola Florida Plant,FL,Escambia,GEN2,OP,Natural Gas Steam Turbine,ST,Industrial CHP,7,5.0,5,5,1,1957,NG,OG,Y,N,,,,,,,Y,Y,5,5,5,5,6H,6H,Y,Y,,
56600,Ascend Performance Materials LLC,10416,Pensacola Florida Plant,FL,Escambia,GEN3,OP,Natural Gas Steam Turbine,ST,Industrial CHP,7,6.0,6,6,3,1958,NG,OG,Y,N,,,,,,,Y,Y,6,6,6,6,6H,6H,Y,Y,,
623,Anheuser-Busch Inc,10430,Anheuser-Busch St Louis,MO,St Louis City,GEN1,OP,Natural Gas Steam Turbine,ST,Industrial CHP,7,11.0,11,11,1,1947,NG,OBG,Y,Y,NG,OBG,,,,,N,, , , , ,,,,,,
623,Anheuser-Busch Inc,10430,Anheuser-Busch St Louis,MO,St Louis City,GEN3,OP,Natural Gas Steam Turbine,ST,Industrial CHP,7,11.0,11,11,1,1948,NG,OBG,Y,Y,NG,OBG,,,,,N,, , , , ,,,,,,
623,Anheuser-Busch Inc,10430,Anheuser-Busch St Louis,MO,St Louis City,GEN4,OS,Natural Gas Steam Turbine,ST,Industrial CHP,7,4.1,4.1,4.1,1,1939,NG,OBG,Y,Y,NG,OBG,,,,,N,, , , , ,,,,,,
1746,Black River Generation LLC,10464,ReEnergy Black River,NY,Jefferson,GEN1,OP,Wood/Wood Waste Biomass,ST,IPP Non-CHP,2,55.5,55,56,6,1989,WDS,TDF,Y,Y,WDS,DFO,TDF,,,,N,N, , , , ,,,,,,
