Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Status,Technology,Prime Mover,Sector Name,Sector,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Operating Month,Operating Year,Nameplate Energy Capacity (MWh),Maximum Charge Rate (MW),Maximum Discharge Rate (MW),Storage Technology 1,Storage Technology 2,Storage Technology 3,Storage Technology 4,Nameplate Reactive Power Rating,Storage Enclosure Type,Arbitrage,Frequency Regulation,Load Following,Ramping / Spinning Reserve,Co-Located Renewable Firming,Transmission and Distribution Deferral,System Peak Shaving,Load Management,Voltage or Reactive Power Support,Backup Power,Excess Wind and Solar Generation
61012,AES Distributed Energy,63472,Cycz Solar Project CSG Hybrid,MA,Worcester,BATT,OP,Batteries,BA,IPP Non-CHP,2,1.3,1.3,1.3,6,2020,2.5,1.3,1.3,LIB,,,,0,CS,,,,,,,Y,,,,Y
61012,AES Distributed Energy,63473,West A&B Solar Project Hybrid CSG,MA,Worcester,BATT,OP,Batteries,BA,IPP Non-CHP,2,1.8,1.8,1.8,12,2020,3.5,1.8,1.8,LIB,,,,0,CS,,,,,,,Y,,,,Y
61012,AES Distributed Energy,63474,Annese Solar Project Hybrid CSG,MA,Worcester,BATT,OP,Batteries,BA,IPP Non-CHP,2,3.5,3.5,3.5,12,2020,6.7,3.5,3.5,LIB,,,,0,CS,,,,,,,Y,,,,Y
61012,AES Distributed Energy,63475,Randall Solar Project Hybrid,MA,Worcester,BATT,OP,Batteries,BA,IPP Non-CHP,2,3.3,3.3,3.3,7,2021,6,3.2,3.2,LIB,,,,0,CT,,,,,,,Y,,,,Y
60947,Tesla Inc.,63510,Walnut Unified School District Walnut HS Hybrid,CA,Los Angeles,ST1,OP,Batteries,BA,IPP Non-CHP,2,0.5,0.5,0.5,2,2020,0.5,0.1,0.1,LIB,,,,0.1,CS,,,,,,,,Y,,Y,Y
63260,Cobb Electric Membership Corporation,63535,Solar BESS Hybrid,GA,Cobb,TEST,OP,Batteries,BA,IPP Non-CHP,2,1.0,1.0,1.0,10,2020,4,1,1,LIB,,,,1,BL,,,,,,,Y,Y,,Y,
14154,Orange & Rockland Utils Inc,63585,NY3 Battery,NY,Rockland,NY3,OP,Batteries,BA,Electric Utility,1,3.0,3.0,3.0,12,2020,12,3,3,LIB,,,,3,CS,,,,,,,Y,Y,,N,
63785,"Hybrid-Electric Building Technologies West Los Angeles 1, LLC",63609,Allergan,CA,Orange,ALRGN,OP,Batteries,BA,Commercial Non-CHP,4,1.5,1.5,1.5,7,2019,9,1.5,1.5,LIB,,,,1.5,OT,Y,,,,,,,Y,,,
63785,"Hybrid-Electric Building Technologies West Los Angeles 1, LLC",63610,Baker,CA,Orange,BAKER,OP,Batteries,BA,Commercial Non-CHP,4,1.2,1.2,1.2,4,2019,6.3,1.2,1.2,LIB,,,,1.2,OT,Y,,,,,,Y,,,,
63785,"Hybrid-Electric Building Technologies West Los Angeles 1, LLC",63611,CSU Long Beach,CA,Los Angeles,CSULB,OP,Batteries,BA,Commercial Non-CHP,4,2.5,2.5,2.5,3,2017,15,2.5,2.5,LIB,,,,2.5,OT,Y,,,,,,Y,,,,
63785,"Hybrid-Electric Building Technologies West Los Angeles 1, LLC",63612,DATS,CA,Orange,DATS0,OP,Batteries,BA,Commercial Non-CHP,4,1.0,1.0,1.0,4,2017,6,1,1,LIB,,,,1,OT,Y,,,,,,Y,,,,
63785,"Hybrid-Electric Building Technologies West Los Angeles 1, LLC",63613,Downey,CA,Los Angeles,DOWNY,OP,Batteries,BA,Commercial Non-CHP,4,2.0,2.0,2.0,12,2019,13,2,2,LIB,,,,2,OT,Y,,,,,,Y,,,,
63785,"Hybrid-Electric Building Technologies West Los Angeles 1, LLC",63614,LAWRP,CA,Orange,LAWRP,OP,Batteries,BA,Commercial Non-CHP,4,1.0,1.0,1.0,4,2019,5,1,1,LIB,,,,1,OT,Y,,,,,,Y,,,,
63785,"Hybrid-Electric Building Technologies West Los Angeles 1, LLC",63615,Long Beach Convention Center,CA,Los Angeles,LBCON,OP,Batteries,BA,Commercial Non-CHP,4,1.5,1.5,1.5,4,2019,8.6,1.5,1.5,LIB,,,,1.5,OT,Y,,,,,,Y,,,,
63785,"Hybrid-Electric Building Technologies West Los Angeles 1, LLC",63616,OCSD,CA,Orange,OCSD1,OP,Batteries,BA,Commercial Non-CHP,4,4.9,4.9,4.9,8,2019,32.6,4.9,4.9,LIB,,,,4.9,OT,Y,,,,,,Y,,,,
63785,"Hybrid-Electric Building Technologies West Los Angeles 1, LLC",63617,SOCCD,CA,Orange,SOCCD,OP,Batteries,BA,Commercial Non-CHP,4,1.3,1.3,1.3,6,2019,7.2,1.3,1.3,LIB,,,,1.3,OT,Y,,,,,,Y,,,,
63414,"Cool Springs Solar, LLC",63721,Cool Springs Solar (Hybrid),GA,Decatur,CSBAT,OP,Batteries,BA,IPP Non-CHP,2,40.0,40.0,40.0,12,2021,80,40,40,LIB,,,,72.4,CS,,,,,,,Y,,,,Y
60025,Greenbacker Renewable Energy Corporation,63722,Rawhide Prairie Solar Hybrid,CO,Larimer,BA1,OP,Batteries,BA,IPP Non-CHP,2,1.0,1.0,1.0,3,2021,2,1,1,LIB,,,,1,CS,,,,,,,,Y,,,
63424,"Silverstrand Grid, LLC",63735,Silverstrand Grid Energy Storage System,CA,Ventura,SLV01,OP,Batteries,BA,IPP Non-CHP,2,11.0,11.0,11.0,4,2021,44,11,11,LIB,,,,3.6,CS,Y,Y,N,Y,,,,,,,
63430,"Chisholm Grid, LLC",63737,Chisholm Grid Energy Storage System,TX,Tarrant,CHS01,OP,Batteries,BA,IPP Non-CHP,2,100.0,100.0,100.0,10,2021,125,100,100,LIB,,,,33,CS,Y,Y,,Y,,,,,,,
64541,CES Agawam Tuckahoe Solar LLC,63763,CES Agawam Tuckahoe Solar Hybrid,MA,Hampden,ATES,OP,Batteries,BA,IPP Non-CHP,2,2.6,2.6,2.6,12,2021,5.2,2.6,2.6,LIB,,,,0.1,CS,,,,,Y,,Y,,,,Y
59474,BQ Energy LLC,63774,Mount Kisco Landfill Solar & Storage CSG,NY,Westchester,KISCB,OP,Batteries,BA,IPP Non-CHP,2,0.5,0.5,0.5,12,2020,2.1,0.5,0.7,LIB,,,,0.5,CS,,,Y,,Y,N,,,,,Y
7140,Georgia Power Co,63775,Tech Square Microgrid,GA,Fulton,BESS1,OP,Batteries,BA,Electric Utility,1,0.2,0.2,0.2,10,2020,0.4,0.2,0.2,LIB,,,,0,BL,,,,,,,,,,Y,
63491,"Partridgeville Road Solar 1, LLC",63804,Partridgeville Hybrid CSG,MA,Worcester,PBESS,OP,Batteries,BA,IPP Non-CHP,2,2.0,2.0,2.0,1,2020,3.9,2,2,LIB,,,,2,CS,,,,,N,,,,,,Y
63490,Williamsville Road LLC,63805,Williamsville Hybrid CSG,MA,Worcester,WBESS,OP,Batteries,BA,IPP Non-CHP,2,3.3,3.3,3.3,9,2021,6.7,3.3,3.3,LIB,,,,2.3,CS,,,,,,,,,,,Y
63512,"Gateway Energy Storage, LLC",63834,Gateway Energy Storage System,CA,San Diego,GTWAY,OP,Batteries,BA,IPP Non-CHP,2,250.0,250.0,250.0,7,2020,250,250,250,LIB,,,,3,BL,Y,,Y,Y,,,,,,,
63522,"Johanna Energy Center, LLC",63843,"Johanna Energy Center, LLC",CA,Orange,SASP1,OP,Batteries,BA,IPP Non-CHP,2,20.0,20.0,20.0,6,2021,20,20,20,LIB,,,,27.5,CT,,,,Y,Y,,,Y,,,
63550,"Ventura Energy Storage, LLC",63891,Saticoy,CA,Ventura,SATCY,OP,Batteries,BA,IPP Non-CHP,2,100.0,100.0,100.0,4,2021,400,100,100,LIB,,,,70,CS,Y,Y,,Y,,,,,Y,,
63549,"Lily Solar, LLC",63892,Lily Solar Hybrid,TX,Kaufman,LILYB,OP,Batteries,BA,IPP Non-CHP,2,50.0,50.0,50.0,9,2021,76,50,50,LIB,,,,20,CS,,Y,,,,,,,Y,,Y
61230,"CD Arevon USA, Inc.",63930,Cal Flats BESS,CA,Monterey,CF60,OP,Batteries,BA,IPP Non-CHP,2,60.0,60.0,60.0,11,2021,242,60,60,LIB,,,,66.5,CS,Y,,,,,,,,,,Y
6455,"Duke Energy Florida, LLC",63995,Trenton,FL,Gilchrist,ES1,OP,Batteries,BA,Electric Utility,1,11.0,11.0,11.0,12,2021,10.1,11,11,LIB,,,,1.7,CS,,,,,,,Y,Y,,,
61012,AES Distributed Energy,64000,Amaterasu LLC,MA,Worcester,BESS,OP,Batteries,BA,IPP Non-CHP,2,3.2,3.2,3.2,6,2021,6,3.2,3.2,LIB,,,,0,CT,,,,,,,Y,,,,Y
63731,Desert Harvest II LLC,64103,Desert Harvest II LLC,CA,Riverside,DH003,OP,Batteries,BA,IPP Non-CHP,2,35.0,35.0,35.0,1,2021,140,35,35,LIB,,,,11.5,CS,Y,,,,,,,,,,N
64059,Ware Palmer Road Solar LLC,64128,Ware Palmer Road Solar LLC CSG,MA,Hampshire,WPRB,OP,Batteries,BA,IPP Non-CHP,2,2.0,2.0,2.0,6,2021,4.5,2,2,LIB,,,,0,CS,,,,,Y,,Y,N,,,Y
64058,East Brookfield Adams Road Solar LLC,64129,East Brookfield Adams Road Solar LLC CSG,MA,Worcester,EBARB,OP,Batteries,BA,IPP Non-CHP,2,3.1,3.1,3.1,6,2021,6.3,3,3,LIB,,,,0,CS,,,,,Y,,Y,,,,Y
61012,AES Distributed Energy,64140,"BWC Stony Brook, LLC Hybrid",MA,Middlesex,BESS,OP,Batteries,BA,IPP Non-CHP,2,0.7,0.7,0.7,7,2021,1.4,0.7,0.7,LIB,,,,0,CT,,,,,,,Y,,,,Y
61012,AES Distributed Energy,64147,ZPD-PT Solar Project 2017-038 Hybrid LLC,MA,Worcester,DRAES,OP,Batteries,BA,IPP Non-CHP,2,3.5,3.5,3.5,4,2021,6.7,3.5,3.5,LIB,,,,0,CT,,,,,,,Y,,,,Y
61012,AES Distributed Energy,64170,"BWC Muddy Brook, LLC Hybrid",MA,Worcester,MBES,OP,Batteries,BA,IPP Non-CHP,2,0.9,0.9,0.9,9,2021,1.8,0.9,0.9,LIB,,,,0,CT,,,,,,,Y,,,,Y
61012,AES Distributed Energy,64182,"BWC Lake Lashaway, LLC Hybrid",MA,Worcester,DRAES,OP,Batteries,BA,IPP Non-CHP,2,3.7,3.7,3.7,5,2021,9,3.7,3.7,LIB,,,,0,CT,,,,,,,Y,,,,Y
61012,AES Distributed Energy,64185,ZPD-PT Solar Project 2017-023 LLC Hybrid CSG,MA,Worcester,DRAES,OP,Batteries,BA,IPP Non-CHP,2,1.9,1.9,1.9,1,2021,3.5,1.9,1.9,LIB,,,,0,CT,,,,,,,Y,,,,Y
61012,AES Distributed Energy,64187,ZPD-PT Solar Project 2017-021 LLC Hybrid CSG,MA,Hampden,DRAES,OP,Batteries,BA,IPP Non-CHP,2,0.7,1.0,1.0,1,2021,2.5,0.7,0.7,LIB,,,,0,CT,,,,,,,Y,,,,Y
20160,Energy Northwest,64198,"Horn Rapids Solar, Storage and Training",WA,Benton,HRBE,OP,Batteries,BA,Electric Utility,1,1.0,1.0,1.0,12,2020,4,1,1,LIB,,,,2.4,CS,,,,,Y,,Y,,,,
15470,"Duke Energy Indiana, LLC",64207,Crane Battery Energy Storage System,IN,Martin,ES1,OP,Batteries,BA,Electric Utility,1,5.0,5.0,5.0,12,2020,5,5,5,LIB,,,,5,CS,,Y,,,,,,,,,
63842,"BCSB, LLC",64222,Burt County Solar Hybrid,NE,Burt,2,OP,Batteries,BA,IPP Non-CHP,2,0.7,0.7,0.7,6,2021,3,0.7,0.7,LIB,,,,0.8,CS,,,,,Y,,Y,,Y,,Y
63842,"BCSB, LLC",64223,Dodge County Solar Hybrid,NE,Dodge,2,OP,Batteries,BA,IPP Non-CHP,2,0.7,0.7,0.7,6,2021,3,0.7,0.7,LIB,,,,0.8,CS,,,,,Y,,Y,,Y,,Y
63873,Lincoln Medical and Mental Health Center,64291,Lincoln Medical and Mental Health Center,NY,Bronx,B1,OP,Batteries,BA,Commercial Non-CHP,4,1.0,1.0,1.0,6,1970,1,1,1,PBB,,,,0.8,BL,,,,,,,,,,Y,
63873,Lincoln Medical and Mental Health Center,64291,Lincoln Medical and Mental Health Center,NY,Bronx,B2,OP,Batteries,BA,Commercial Non-CHP,4,1.0,1.0,1.0,6,1970,1,1,1,PBB,,,,0.8,BL,,,,,,,,,,Y,
63873,Lincoln Medical and Mental Health Center,64291,Lincoln Medical and Mental Health Center,NY,Bronx,B3,OP,Batteries,BA,Commercial Non-CHP,4,1.0,1.0,1.0,1,1998,1,1,1,PBB,,,,0.8,BL,,,,,,,,,,Y,
63883,Broad Reach Power,64293,Alvin,TX,Brazoria,ALVIN,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,10,2020,9.9,9.9,9.9,LIB,,,,11,CS,Y,Y,,Y,,,,,,,
63883,Broad Reach Power,64294,Odessa,TX,Ector,ODSA,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,10,2020,9.9,9.9,9.9,LIB,,,,11,CS,Y,Y,,Y,,,,,,,
63883,Broad Reach Power,64295,Angleton,TX,Brazoria,ANGLE,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,11,2020,9.9,9.9,9.9,LIB,,,,11,CS,Y,Y,,Y,,,,,,,
63883,Broad Reach Power,64296,Brazoria,TX,Brazoria,BRAZ,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,11,2020,9.9,9.9,9.9,LIB,,,,11,CS,Y,Y,,Y,,,,,,,
63883,Broad Reach Power,64297,Heights,TX,Galveston,H8S,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,12,2020,9.9,9.9,9.9,LIB,,,,11,CS,Y,Y,,Y,,,,,,,
63883,Broad Reach Power,64298,Magnolia TX,TX,Galveston,MANGO,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,12,2020,9.9,9.9,9.9,LIB,,,,11,CS,Y,Y,,Y,,,,,,,
63883,Broad Reach Power,64312,Bat Cave,TX,Mason,BC,OP,Batteries,BA,IPP Non-CHP,2,100.0,100.0,100.0,10,2021,110,100,100,LIB,,,,103,CS,Y,Y,,Y,,,,,,,
63883,Broad Reach Power,64314,Dickinson,TX,Galveston,DIKN,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,6,2021,9.9,9.9,9.9,LIB,,,,11,CS,Y,Y,,Y,,,,,,,
63883,Broad Reach Power,64315,Loop 463,TX,Victoria,LOOP,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,8,2021,9.9,9.9,9.9,LIB,,,,11,CS,Y,Y,,Y,,,,,,,
63883,Broad Reach Power,64317,North Fork TX,TX,Williamson,NF,OP,Batteries,BA,IPP Non-CHP,2,100.0,100.0,100.0,10,2021,110,100,100,LIB,,,,103,CS,Y,Y,,Y,,,,,,,
63883,Broad Reach Power,64319,Ranchtown,TX,Bexar,RANCH,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,10,2021,9.9,9.9,9.9,LIB,,,,11,CS,Y,Y,,Y,,,,,,,
63883,Broad Reach Power,64321,Sweeny,TX,Brazoria,SWNY,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,4,2021,9.9,9.9,9.9,LIB,,,,11,CS,Y,Y,,Y,,,,,,,
63991,"DG New York CS, LLC",64374,Norwich Solar and Energy Storage CSG,NY,Chenango,NRWCB,OP,Batteries,BA,IPP Non-CHP,2,5.0,5.0,5.0,9,2021,15,3,3,LIB,,,,2.6,CS,,,,,Y,,Y,,,,Y
9417,Interstate Power and Light Co,64375,Decorah Battery,IA,Winneshiek,BESS1,OP,Batteries,BA,Electric Utility,1,2.5,2.5,2.5,6,2021,2.9,2.5,2.5,LIB,,,,2.5,CS,,,,,,Y,,,Y,,Y
61012,AES Distributed Energy,64395,ZPD-PT Solar Project 2017-006 LLC Hybrid,MA,Worcester,DRAES,OP,Batteries,BA,IPP Non-CHP,2,2.5,4.0,4.0,7,2021,5,2.5,2.5,LIB,,,,0,CT,,,,,,,Y,,,,Y
63432,SkyHigh 2 Solar,64400,BYU - Hawaii,HI,Honolulu,BYESS,OP,Batteries,BA,Commercial Non-CHP,4,1.9,1.9,1.9,11,2021,1.9,1.9,1.9,LIB,,,,1.9,CS,Y,,,,,,Y,,,,Y
63289,Key Capture Energy,64423,TX7 Flat Top,TX,Reeves,TX7,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,5,2020,16.5,9.9,9.9,LIB,,,,9.9,CS,Y,Y,,Y,,,,,,,
63289,Key Capture Energy,64424,TX8 Worsham,TX,Pecos,TX8,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,2,2020,17.9,9.9,9.9,LIB,,,,9.9,CS,Y,Y,,Y,,,,,,,
63289,Key Capture Energy,64425,TX2 Port Lavaca,TX,Calhoun,TX2,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,3,2020,11.9,9.9,9.9,LIB,,,,9.9,CS,,,,Y,,,,,,,
64002,Wilmot Energy Center LLC,64426,Wilmot Energy Center LLC,AZ,Pima,WILBA,OP,Batteries,BA,IPP Non-CHP,2,30.0,30.0,30.0,4,2021,60,30,30,LIB,,,,1,CS,,Y,,,,,Y,Y,,,Y
64069,"Breckenridge Street Solar 1, LLC",64432,Breckenridge Solar,MA,Hampden,BBA,OP,Batteries,BA,IPP Non-CHP,2,2.2,2.2,2.2,11,2020,4.7,2.2,2.2,LIB,,,,2.2,CS,,,,,,,,,,,Y
64073,"Wilmarth Lane Solar 1, LLC",64436,Wilmarth Solar,MA,Norfolk,WILB,OP,Batteries,BA,IPP Non-CHP,2,2.3,2.3,2.3,2,2020,4.6,2.3,2.3,LIB,,,,2.3,CS,,,,,,,,,,,Y
17470,PUD 1 of Snohomish County,64446,Arlington Microgrid,WA,Snohomish,AMGB,OP,Batteries,BA,Electric Utility,1,1.0,1.0,1.0,10,2021,1.4,1,1,LIB,,,,1,CS,Y,,,,Y,,Y,,,Y,Y
64118,"Grissom Solar, LLC",64450,"Grissom Solar, LLC",NC,Halifax,GSF02,OP,Batteries,BA,IPP Non-CHP,2,10.0,10.0,10.0,5,2021,10,5,5,LIB,,,,4.4,CS,,,,,,,,Y,,,Y
63991,"DG New York CS, LLC",64453,Volney II,NY,Oswego,VOLES,OP,Batteries,BA,IPP Non-CHP,2,3.0,3.0,3.0,2,2021,12,3,3,LIB,,,,2.6,CS,,,,,Y,,Y,,,,Y
13683,North Carolina El Member Corp,64522,Old Cedar Solar Energy Storage,NC,Randolph,BAT1,OP,Batteries,BA,Electric Utility,1,1.3,1.3,1.3,8,2021,2,1,1,LIB,,,,2,CS,N,,,,,,Y,Y,,,Y
60947,Tesla Inc.,64528,Gambit Energy Storage - Angleton Storage,TX,Brazoria,1,OP,Batteries,BA,IPP Non-CHP,2,100.0,100.0,100.0,6,2021,200,100,100,LIB,,,,32.9,CS,Y,Y,,Y,,,,,,,
6452,Florida Power & Light Co,64546,Wynwood Energy Storage,FL,Miami Dade,1,OP,Batteries,BA,Electric Utility,1,10.0,10.0,10.0,12,2019,40,10,10,LIB,,,,0.5,BL,,,,,,Y,Y,,,,
62854,"Solar Star California LXXVIII, LLC",64601,County of San Diego COC Hybrid,CA,San Diego,ESS,OP,Batteries,BA,IPP Non-CHP,2,0.4,0.5,0.5,7,2020,1,0.4,0.4,LIB,,,,1,CS,,,,,,,,Y,,,Y
64229,"SEPV Sierra, LLC",64611,SEPV Sierra,CA,Los Angeles,1,OP,Batteries,BA,IPP Non-CHP,2,6.0,6.0,6.0,4,2020,3.4,6,6,LIB,,,,6,CS,Y,,,Y,Y,,,Y,Y,,Y
64234,Kearsarge William Way LLC,64617,Kearsarge William Way,MA,Norfolk,BWBAT,OP,Batteries,BA,IPP Non-CHP,2,2.6,2.6,2.6,12,2021,9.5,2.6,2.6,LIB,,,,4.4,CS,,Y,,,,,Y,,,,Y
64235,Kearsarge Haverhill LLC,64618,Kearsarge Haverhill,MA,Essex,HABAT,OP,Batteries,BA,IPP Non-CHP,2,2.0,2.0,2.0,3,2021,9,2,2,LIB,,,,2,CS,,Y,,,,,Y,,,,Y
64237,Kearsarge Montague BD LLC,64620,Kearsarge Montague BD(CSG),MA,Franklin,MBBAT,OP,Batteries,BA,IPP Non-CHP,2,1.3,1.3,1.3,11,2021,5.1,1.3,1.3,LIB,,,,1.3,CS,,Y,,,N,N,Y,,,,Y
61944,Goldman Sachs Renewable Power LLC,64624,Hudson - High Desert Hybrid,CA,San Bernardino,BESS1,OP,Batteries,BA,IPP Non-CHP,2,50.0,50.0,50.0,12,2021,50,50,50,LIB,,,,50,CS,,,,,,,,,,,Y
64241,"Blodgett Street Solar 1, LLC",64627,Blodgett Solar CSG,MA,Middlesex,BLO,OP,Batteries,BA,IPP Non-CHP,2,5.0,5.0,5.0,8,2021,4.9,2.2,2.2,LIB,,,,2.3,CS,,,,,,,Y,,,,Y
64258,"Clark Road Solar 1, LLC",64664,"Clark Road Solar 1, LLC",MA,Worcester,10605,OP,Batteries,BA,IPP Non-CHP,2,3.3,3.3,3.1,11,2021,3,3,3,LIB,,,,0,CS,,,,,Y,,,,,,Y
61012,AES Distributed Energy,64696,"Dunstable Solar 1, LLC",MA,Middlesex,DUBLN,OP,Batteries,BA,IPP Non-CHP,2,4.5,4.5,4.5,4,2021,20.2,4.5,4.5,LIB,,,,0,CS,,,,,,,,,,,Y
64287,Terra-Gen Operating Co-BESS,64712,Sanborn BESS 1,CA,Kern,ESSB1,OP,Batteries,BA,IPP Non-CHP,2,100.0,100.0,100.0,9,2021,200,100,100,LIB,,,,67.6,CS,Y,,,,,,,,,,
64287,Terra-Gen Operating Co-BESS,64713,Sanborn BESS 2,CA,Kern,ESSB2,OP,Batteries,BA,IPP Non-CHP,2,100.0,100.0,100.0,11,2021,400,100,100,LIB,,,,67.6,CS,Y,Y,,,,,,,,,
61012,AES Distributed Energy,64719,Glenmere Lake,NY,Orange,BESS,OP,Batteries,BA,IPP Non-CHP,2,2.0,2.0,2.0,6,2021,7.5,2,2,LIB,,,,0,CT,,,,,,,Y,,,,Y
64296,"Maple Street Solar 1, LLC",64731,Maple(CSG),MA,Norfolk,M2,OP,Batteries,BA,IPP Non-CHP,2,2.3,2.3,2.3,11,2021,4.8,2.2,2.2,OTH,,,,2.3,CS,,,,,,,,,,,Y
61514,"Agilitas Energy, LLC",64763,Rumford ESS,ME,Oxford,RUM,OP,Batteries,BA,IPP Non-CHP,2,4.9,4.9,4.9,6,2021,10,4.9,4.9,LIB,,,,4.9,CS,Y,Y,Y,,,,Y,,,,
61514,"Agilitas Energy, LLC",64764,Madison BTM,ME,Somerset,MBTM,OP,Batteries,BA,IPP Non-CHP,2,1.5,1.5,1.5,1,2020,1.5,1.5,1.5,LIB,,,,3.1,CS,Y,Y,Y,,,,Y,,,,
61514,"Agilitas Energy, LLC",64765,Madison ESS,ME,Somerset,MESS,OP,Batteries,BA,IPP Non-CHP,2,4.9,4.9,4.9,6,2019,4.9,4.9,4.9,LIB,,,,5,CS,Y,Y,Y,,,,Y,,,,
60868,Redwood Coast Energy Authority,64766,Redwood Coast Airport Microgrid,CA,Humboldt,RCAM2,OP,Batteries,BA,Electric Utility,1,2.2,1.8,1.8,12,2021,8.8,1.5,1.8,LIB,,,,2.3,CS,Y,,,,Y,,,,,Y,Y
64381,"276FED WHAM8 Solar, LLC",64875,276 Federal Rd(CSG),MA,Plymouth,276FB,OP,Batteries,BA,IPP Non-CHP,2,3.3,3.3,3.3,11,2021,6.9,3.3,3.3,LIB,,,,1,CS,,,,,,,,,,,Y
64380,"0HAM WHAM8 Solar, LLC",64876,0 Hammond St CSG,MA,Plymouth,OHAMB,OP,Batteries,BA,IPP Non-CHP,2,5.0,5.0,5.0,10,2021,4.9,2.2,2.2,LIB,,,,2.3,CS,,,,,,,Y,,,,Y
64366,Terra-Gen Operating Co-Hybrid,64877,Edwards Sanborn E3,CA,Kern,BESS,OP,Batteries,BA,IPP Non-CHP,2,13.7,13.7,13.7,12,2021,31.5,13.2,13.2,LIB,,,,8.3,CS,Y,Y,,,,,,,,,Y
64400,Flower Valley,64915,Flower Valley I,TX,Reeves,FLRV1,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,5,2021,19.8,9.9,9.9,LIB,,,,6.6,CS,Y,Y,,Y,,,,,,N,N
64401,Swoose,64916,Swoose I,TX,Ward,SWOO1,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,7,2021,19.8,9.9,9.9,LIB,,,,6.6,CS,Y,Y,,Y,,,,,,,
64402,Triple Butte,64917,Triple Butte I,TX,Pecos,TRBT1,OP,Batteries,BA,IPP Non-CHP,2,7.5,7.5,7.5,7,2021,15,7.5,7.5,LIB,,,,3.7,CS,Y,Y,,Y,,,,,,,
64417,"59FED WHAM8 Solar, LLC",64970,59 Federal Rd(CSG),MA,Plymouth,59FBA,OP,Batteries,BA,IPP Non-CHP,2,5.0,5.0,5.0,11,2021,20.5,5,5,LIB,,,,1,CS,,,,,,,,,,,Y
64427,UMass Boston,64980,UMass Boston,MA,Suffolk,BATT1,OP,Batteries,BA,Commercial Non-CHP,4,0.5,0.5,0.5,1,2021,2.1,0.5,0.5,LIB,,,,0.5,BL,Y,,,,,,Y,,,,
4254,Consumers Energy Co,65029,Bissell Solar and Battery Generator,MI,Kent,BISBP,OP,Batteries,BA,Electric Utility,1,0.3,0.3,0.3,10,2021,0.5,0.3,0.3,LIB,,,,250,BL,Y,,Y,,Y,Y,Y,Y,,,Y
64470,"71CFR WHAM8 Solar, LLC",65054,71 Charlotte Furnace Rd Hybrid(CSG),MA,Plymouth,71CBA,OP,Batteries,BA,IPP Non-CHP,2,1.0,1.0,1.0,12,2021,5.4,1,1,LIB,,,,0.3,CS,,,,,,,,,,,Y
64471,"77F2M WHAM8 Solar, LLC",65055,77 Farm to Market Rd Hybrid(CSG),MA,Plymouth,77FBA,OP,Batteries,BA,IPP Non-CHP,2,2.2,2.2,2.2,12,2021,4.8,2.2,2.2,LIB,,,,0.7,CS,,,,,,,,,,,Y
64472,"160TIH WHAM8 Solar, LLC",65056,160 Tihonet Rd Hybrid(CSG),MA,Plymouth,160BA,OP,Batteries,BA,IPP Non-CHP,2,3.3,3.3,3.3,12,2021,6.9,3.3,3.3,LIB,,,,1.1,CS,,,,,,,,,,,Y
64473,"299F2M WHAM8 Solar, LLC",65057,299 Farm to Market Rd Hybrid(CSG),MA,Plymouth,299BA,OP,Batteries,BA,IPP Non-CHP,2,2.3,2.3,2.3,12,2021,4.9,2.2,2.2,LIB,,,,0.7,CS,,,,,,,,,,,Y
64486,"DG Nebraska Energy Storage, LLC",65098,South Sioux City Energy Storage,NE,Dakota,SSCES,OP,Batteries,BA,IPP Non-CHP,2,1.5,1.5,1.5,12,2020,3,1.5,1.5,LIB,,,,1.5,CS,,,,,,,Y,,,,
64420,"196TRE WHAM8 Solar, LLC",65114,196 Tremont St(CSG),MA,Plymouth,196BA,OP,Batteries,BA,IPP Non-CHP,2,1.5,1.5,1.5,11,2021,8,1.5,1.5,LIB,,,,1,CS,,,,,,,,,,,Y
64534,"Cranberry Highway Solar, LLC",65174,Cranberry Highway Solar LLC,MA,Plymouth,BA1,OP,Batteries,BA,IPP Non-CHP,2,2.0,2.0,2.0,3,2021,4.5,2,2,LIB,,,,0.7,CS,Y,Y,,,,,,,,,
61012,AES Distributed Energy,65217,South Goshen (Community Solar),NY,Orange,BESS,OP,Batteries,BA,IPP Non-CHP,2,4.9,4.9,4.9,9,2021,17,4.9,4.9,LIB,,,,5,OT,,,,,,,,,,,Y
